date,total_trips,percentage_within_15min,percentage_15_to_30min,percentage_above30min,percentage_Customer,percentage_Subscriber,percentage_Female,percentage_Male
2020-10-23,77186,0.6202549685176069,0.27131863291270436,0.1084263985696888,0.15175031741507528,0.8482496825849247,0.31833493120514084,0.6816650687948591
2020-10-24,77265,0.546211091697405,0.2982074678056041,0.15558144049699088,0.21943959101792532,0.7805604089820747,0.3467158480553938,0.6532841519446062
2020-10-25,53858,0.5956960897174051,0.27565078539864085,0.1286531248839541,0.19131791005978685,0.8086820899402132,0.3439043410449701,0.65609565895503
2020-10-26,47125,0.676816976127321,0.23821750663129973,0.08496551724137931,0.10711936339522546,0.8928806366047746,0.2913527851458886,0.7086472148541114
2020-10-27,71079,0.6523023677879543,0.25388652063197287,0.09381111158007288,0.11940235512598658,0.8805976448740134,0.31684463765669185,0.6831553623433082
2020-10-28,57124,0.6604229395700582,0.24833695119389398,0.09124010923604789,0.11748126881871017,0.8825187311812899,0.3054057839086899,0.6945942160913101
2020-10-29,17477,0.735194827487555,0.19774560851404704,0.0670595639983979,0.08731475653716313,0.9126852434628369,0.2561080276935401,0.7438919723064599
2020-10-30,36082,0.7002937752896181,0.22221606341111913,0.0774901612992628,0.11132974890527132,0.8886702510947286,0.27936367163682724,0.7206363283631727
2020-10-31,58749,0.5992782855878398,0.2714939828763043,0.12922773153585593,0.17426679603057074,0.8257332039694293,0.3376227680471157,0.6623772319528842
2020-11-01,29092,0.6583596865117558,0.23583803107383472,0.10580228241440946,0.14124157844080848,0.8587584215591916,0.3016636876117146,0.6983363123882854
2020-11-02,46920,0.7052642796248935,0.2223145780051151,0.07242114236999148,0.09170929241261722,0.9082907075873827,0.2926044330775789,0.7073955669224211
2020-11-03,56856,0.6794709441395806,0.23563036442943577,0.08489869143098354,0.10797453215140003,0.8920254678485999,0.30885042915435484,0.6911495708456452
2020-11-04,59453,0.6518930920222696,0.2499957949977293,0.09811111298000101,0.11366962138159555,0.8863303786184045,0.3193446924461339,0.6806553075538662
2020-11-05,67838,0.6312686105132816,0.2649400041274802,0.10379138535923818,0.1236769951944338,0.8763230048055662,0.320130310445473,0.679869689554527
2020-11-06,73444,0.6148902565219759,0.27159468438538203,0.113515059092642,0.14496759435760578,0.8550324056423942,0.3234981754806383,0.6765018245193617
2020-11-07,83309,0.4846655223325211,0.3183329532223409,0.197001524445138,0.23160762942779292,0.7683923705722071,0.35526773817954843,0.6447322618204516
2020-11-08,73026,0.5040122696026073,0.31076602853778107,0.18522170185961165,0.227206748281434,0.7727932517185659,0.36347328348807273,0.6365267165119273
2020-11-09,68599,0.6178224172364029,0.26716132888234523,0.11501625388125192,0.13539555970203648,0.8646044402979636,0.329902768261928,0.670097231738072
2020-11-10,76040,0.6171094160967912,0.27155444502893217,0.1113361388742767,0.13244345081536033,0.8675565491846396,0.3288269331930563,0.6711730668069438
2020-11-11,42399,0.6785773249369089,0.23755277247104883,0.08386990259204226,0.11325738814594684,0.8867426118540531,0.3067053468242176,0.6932946531757824
2020-11-12,37380,0.7145799892990904,0.2169876939539861,0.06843231674692349,0.10018726591760299,0.899812734082397,0.2815676832530765,0.7184323167469235
2020-11-13,44223,0.6740157836419962,0.24064400877371503,0.08534020758428872,0.11785722361667006,0.8821427763833299,0.2849422246342401,0.7150577753657599
2020-11-14,65159,0.558034960634755,0.2888779754139873,0.15308706395125768,0.19549102963520004,0.8045089703648,0.34609186758544486,0.6539081324145551
2020-11-15,45098,0.6171892323384629,0.26236196727127586,0.12044880039026121,0.16357709876269458,0.8364229012373054,0.3346711605836179,0.6653288394163821
2020-11-16,52931,0.6563072679526175,0.25128941452079123,0.09240331752659123,0.10570365192420321,0.8942963480757968,0.30781583571064214,0.6921841642893578
2020-11-17,50497,0.692080717666396,0.23201378299700973,0.07590549933659425,0.09380755292393607,0.906192447076064,0.3019387290334079,0.6980612709665921
2020-11-18,41014,0.7177792948749208,0.21836446091578485,0.0638562442092944,0.07575462037353099,0.924245379626469,0.29555761447310674,0.7044423855268933
2020-11-19,47422,0.6944877904769938,0.2299354729872211,0.07557673653578507,0.08759647421028215,0.9124035257897178,0.29865885032263506,0.7013411496773649
2020-11-20,61661,0.6343393717260505,0.25958061011011824,0.10608001816383127,0.12427628484779682,0.8757237151522032,0.3174291691668964,0.6825708308331035
2020-11-21,64916,0.5419619200197178,0.29743052560231686,0.16060755437796537,0.19375808737445313,0.8062419126255469,0.34549263663811697,0.654507363361883
2020-11-22,40596,0.6268105232042566,0.25541925312838704,0.11777022366735639,0.1474036850921273,0.8525963149078727,0.33096856833185534,0.6690314316681447
2020-11-23,39244,0.6930231372948731,0.22681174192233208,0.08016512078279482,0.09484252369789012,0.9051574763021099,0.29255427581286314,0.7074457241871368
2020-11-24,48805,0.6765700235631595,0.23839770515316053,0.08503227128367995,0.09804323327527917,0.9019567667247208,0.30353447392685173,0.6964655260731483
2020-11-25,51692,0.6676855219376305,0.24181691557687843,0.09049756248549098,0.11053934844850268,0.8894606515514973,0.30364466455157474,0.6963553354484253
2020-11-26,26594,0.590396329999248,0.2641197262540423,0.14548394374670978,0.16736857937880725,0.8326314206211928,0.30514401744754455,0.6948559825524554
2020-11-27,46329,0.585918107448898,0.2729391957521207,0.1411426967989812,0.1783763949146323,0.8216236050853677,0.3219365839970645,0.6780634160029355
2020-11-28,46537,0.583019962610396,0.2752433547499839,0.14173668263962008,0.18372477813352817,0.8162752218664718,0.3335625416335389,0.6664374583664612
2020-11-29,46133,0.5906184293239113,0.27004530379554764,0.13933626688054104,0.16588992695033924,0.8341100730496608,0.3388247024906249,0.6611752975093751
2020-11-30,21647,0.7352981937450916,0.1972559708042685,0.06744583545063981,0.0809811983184737,0.9190188016815263,0.2534300364946644,0.7465699635053356
2020-12-01,49044,0.6971902781176087,0.22697985482423946,0.07582986705815187,0.08977652720006525,0.9102234727999348,0.29862980181061904,0.701370198189381
2020-12-02,43752,0.7196242457487658,0.21571585298957763,0.0646599012616566,0.0778707259096727,0.9221292740903273,0.29100383982446515,0.7089961601755348
2020-12-03,48688,0.6909505422280644,0.23229543213933618,0.0767540256325994,0.08864607295432139,0.9113539270456786,0.3002587906671048,0.6997412093328952
2020-12-04,37140,0.7158050619278407,0.2167474421109316,0.06744749596122779,0.08785675821217016,0.9121432417878298,0.2877490576198169,0.712250942380183
